layer_num,layer_name,layer_type,mean,std,min,max,percentile_1,percentile_2,percentile_5,percentile_95,percentile_98,percentile_99,percentile_99.5
3,diffusion_model.time_embed.0,Linear,-0.1717347,0.939524,-8.554195,6.4562397,-6.36838436126709,-1.4805704355239868,-1.2454089164733886,0.07102013975381842,0.09077787399291992,0.10551819950342178,0.11568885296583176
5,diffusion_model.time_embed.2,Linear,-0.003263778,0.15853663,-2.6920962,1.8703705,-0.01762823760509491,-0.01470233965665102,-0.011595981242135166,0.010698063299059852,0.013613751158118248,0.016158662736415863,0.05862962827086449
8,diffusion_model.input_blocks.0.0,Conv2d,0.0033554763,0.33302048,-8.288707,7.3620834,-0.8923097139596939,-0.7043448686599731,-0.5021573066711426,0.49134869724512087,0.6723892688751221,0.830980511307716,1.023811429739003
14,diffusion_model.input_blocks.1.0.in_layers.2,Conv2d,-0.112142734,0.86988646,-23.799082,28.716536,-2.8058964085578917,-2.279555082321167,-1.6256403625011444,1.1182318389415737,1.4958739280700684,1.7906196093559237,2.0955530691146853
18,diffusion_model.input_blocks.1.0.emb_layers.1,Linear,0.00086767174,0.5653727,-3.7020586,1.5831821,-3.024620294570923,-1.880316972732544,-0.7023692518472672,0.5590994149446487,0.7066015601158142,0.9856240749359131,1.3078418970108032
23,diffusion_model.input_blocks.1.0.out_layers.3,Conv2d,-0.065751754,0.4597821,-28.521795,4.7712574,-1.781659469604492,-1.3677022457122803,-0.7369356840848922,0.5002709329128264,0.6928097605705261,0.8859523415565471,1.1802234655618768
27,diffusion_model.input_blocks.1.1.proj_in,Linear,0.0032501554,0.2231496,-2.8368537,2.8618655,-0.5732632982730865,-0.4554307460784912,-0.32885886877775194,0.337623430788517,0.4803139567375183,0.6392519915103875,0.8376781696081174
31,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_q,Linear,-0.007126706,1.2856324,-6.9439845,7.45592,-3.1155597949028015,-2.7160584926605225,-2.12375351190567,2.113752233982086,2.716656446456909,3.1282762193679745,3.5118064057827025
32,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_k,Linear,0.0028563933,1.2775794,-6.4268155,6.5175457,-3.03418270111084,-2.6665780544281006,-2.111722767353058,2.1139338850975022,2.6765072345733643,3.053930740356442,3.3947971439361826
33,diffusion_model.input_blocks.1.1.transformer_blocks.0.attn1.to_v,Linear,-0.00096631475,0.6017408,-4.064572,4.3701253,-1.510630041360855,-1.2929253578186035,-0.9846649199724198,0.9851887166500081,1.291060209274292,1.5086195039749124,1.715263450741776
